Coverage,EmploymentStatus,Income,Marital.Status,Monthly.Premium.Auto,Number.of.Open.Complaints,Number.of.Policies,Renew.Offer.Type,Vehicle.Class,Customer.Lifetime.Value
Basic,Employed,32630,Married,66,0,5,Offer2,Four-Door Car,5267.760257
Extended,Employed,72608,Married,82,3,8,Offer2,Four-Door Car,6521.368813
Basic,Employed,73758,Divorced,74,0,3,Offer1,Four-Door Car,5931.28489
Extended,Employed,79880,Married,79,1,7,Offer2,Two-Door Car,6310.400194
Basic,Unemployed,0,Single,61,0,5,Offer1,Four-Door Car,4160.162571
Basic,Employed,31414,Married,116,4,1,Offer1,SUV,4298.378567
Basic,Employed,77265,Married,78.71299144,0,3,Offer2,Two-Door Car,5577.237773
Extended,Medical Leave,12075,Married,94,0,5,Offer1,Four-Door Car,7264.803903
Basic,Disabled,25064,Married,62,0,1,Offer1,Four-Door Car,2357.747015
Basic,Unemployed,0,Single,73,0,1,Offer1,Two-Door Car,2496.766693
Premium,Employed,52423,Single,119,1,2,Offer1,Four-Door Car,13916.93446
Basic,Employed,50738,Married,73,0,1,Offer2,Four-Door Car,2854.26694
Basic,Employed,34990,Single,65,0,1,Offer2,Four-Door Car,2574.020376
Basic,Employed,43963,Married,91.89686433,0,7,Offer3,SUV,8673.587
Basic,Employed,91757,Married,69,1,1,Offer2,Four-Door Car,2745.129849
Basic,Employed,59768,Married,71,1,3,Offer1,Four-Door Car,5532.863336
Basic,Employed,34927,Married,70,0,1,Offer1,Four-Door Car,2763.519279
Premium,Employed,74298,Married,177,0,1,Offer2,Sports Car,7095.134789
Premium,Unemployed,0,Married,116,1,7,Offer2,Four-Door Car,8719.125849
Basic,Employed,25816,Single,119,0,1,Offer3,Sports Car,4637.164036
Basic,Employed,60221,Married,67,0,2,Offer3,Four-Door Car,24320.64401
Basic,Employed,50695,Married,71,0,5,Offer1,Two-Door Car,5704.977144
Basic,Employed,92472,Married,65,0,3,Offer2,Four-Door Car,5228.92013
Basic,Employed,87798,Married,71,0,1,Offer2,Two-Door Car,2882.350556
Basic,Employed,66014,Married,102,0,2,Offer2,SUV,32961.15225
Basic,Employed,74015,Single,72,0,6,Offer2,Four-Door Car,5555.830205
Extended,Unemployed,0,Married,126,0,3,Offer1,SUV,9117.441695
Basic,Retired,26806,Married,63,0,2,Offer1,Four-Door Car,7019.177186
Extended,Disabled,23393,Married,95,0,1,Offer2,Four-Door Car,3708.811428
Basic,Unemployed,0,Single,61,0,3,Offer3,Two-Door Car,4330.799785
Premium,Unemployed,0,Single,117,0,2,Offer2,SUV,12765.77704
Basic,Unemployed,0,Single,108,0,2,Offer1,SUV,11797.99211
Basic,Employed,43244,Married,103,0,2,Offer4,Sports Car,12231.87968
Extended,Employed,22853,Married,87,0,1,Offer4,Four-Door Car,3362.414442
Basic,Employed,74454,Single,71,0,3,Offer2,Four-Door Car,5595.389905
Basic,Employed,50798,Married,72,0,7,Offer2,Four-Door Car,5746.05593
Basic,Unemployed,0,Single,76.57112321,0,7,Offer1,Four-Door Car,4496.977642
Basic,Employed,85221,Married,117,0,4,Offer2,Sports Car,9448.833931
Basic,Employed,83879,Married,69,0,2,Offer1,Four-Door Car,19688.31898
Extended,Employed,70892,Married,76,0,5,Offer2,Two-Door Car,6089.77238
Basic,Employed,26448,Married,105,0,3,Offer3,Sports Car,8376.332294
Extended,Employed,65773,Married,89,4,1,Offer2,Four-Door Car,3452.414955
Basic,Employed,83758,Married,64,0,1,Offer2,Two-Door Car,2585.955652
Basic,Unemployed,0,Single,112,0,2,Offer1,Sports Car,12298.6863
Extended,Employed,31421,Married,81,0,2,Offer3,Two-Door Car,9594.78115
Basic,Employed,54495,Married,61,0,3,Offer1,Four-Door Car,4896.271406
Basic,Employed,53357,Married,73,0,1,Offer2,Four-Door Car,2939.330187
Extended,Employed,58484,Divorced,88,1,1,Offer1,Two-Door Car,3498.773857
Basic,Employed,51584,Divorced,96.91556472,2,2,Offer1,Two-Door Car,8068.623946
Premium,Employed,28054,Married,195,1,1,Offer3,SUV,7771.582097
Basic,Unemployed,0,Single,75.71148994,0,4,Offer1,Two-Door Car,4504.16329
Extended,Employed,22705,Divorced,239,0,7,Offer2,Luxury SUV,19160.98994
Extended,Employed,24124,Married,91,0,3,Offer3,Four-Door Car,7150.111338
Basic,Employed,91169,Single,65,0,1,Offer2,Two-Door Car,2544.969754
Extended,Employed,51032,Married,83,0,1,Offer4,Four-Door Car,3339.853704
Extended,Employed,60607,Married,83,0,1,Offer2,Four-Door Car,3337.980868
Basic,Employed,63684,Single,68,0,1,Offer2,Two-Door Car,2693.530229
Extended,Unemployed,0,Single,77,0,9,Offer1,Four-Door Car,5313.294035
Basic,Medical Leave,13610,Married,74,0,1,Offer4,Four-Door Car,2827.43885
Basic,Employed,44186,Divorced,66,0,2,Offer4,Four-Door Car,7457.237794
Basic,Employed,28360,Married,73,0,2,Offer1,Four-Door Car,8776.363448
Basic,Unemployed,0,Married,112,0,1,Offer1,SUV,4419.539523
Basic,Employed,42297,Married,71,0,1,Offer4,Four-Door Car,2783.583044
Extended,Employed,59592,Married,82,0,1,Offer2,Four-Door Car,3272.010846
Basic,Employed,25381,Single,71,0,2,Offer2,Four-Door Car,8200.78728
Basic,Employed,88895,Divorced,106,0,8,Offer1,Sports Car,8496.358981
Premium,Employed,60184,Divorced,199,1,1,Offer2,Luxury SUV,7664.219255
Basic,Medical Leave,25370,Married,102,2,2,Offer1,SUV,11599.50219
Basic,Employed,35637,Married,68,0,9,Offer3,Four-Door Car,5377.014781
Extended,Employed,74424,Married,81,0,9,Offer2,Four-Door Car,6554.390004
Extended,Employed,80028,Married,86,0,2,Offer2,Four-Door Car,17292.93538
Basic,Employed,78772,Single,63,0,3,Offer2,Four-Door Car,5018.894421
Extended,Employed,56649,Married,127,0,1,Offer1,Sports Car,4975.171042
Extended,Employed,21119,Married,128,0,4,Offer1,SUV,10193.77423
Extended,Employed,29385,Single,88,2,1,Offer1,Two-Door Car,3303.090814
Basic,Employed,92717,Married,71,0,2,Offer4,Two-Door Car,8467.387317
Basic,Employed,67241,Married,68,1,9,Offer2,Two-Door Car,5405.518391
Basic,Employed,23105,Married,69,0,3,Offer2,Two-Door Car,5426.863953
Extended,Employed,23120,Married,72.82916318,0,1,Offer3,Four-Door Car,3703.437656
Basic,Employed,35434,Married,66,0,2,Offer2,Four-Door Car,7992.779105
Basic,Employed,75248,Married,63,0,5,Offer2,Four-Door Car,5011.259184
Basic,Employed,58620,Married,71,0,2,Offer3,Four-Door Car,17006.00256
Basic,Employed,56005,Married,68,1,3,Offer1,Four-Door Car,5479.555081
Premium,Unemployed,0,Single,115,0,1,Offer1,Four-Door Car,3807.528493
Basic,Unemployed,0,Single,62,0,3,Offer1,Four-Door Car,4398.047053
Basic,Unemployed,0,Single,68.37066322,0,6,Offer1,Four-Door Car,4762.591249
Premium,Unemployed,0,Single,107,0,1,Offer1,Four-Door Car,3483.630439
Extended,Employed,94395,Married,83,0,1,Offer2,Four-Door Car,3350.687339
Basic,Employed,36615,Married,65,0,5,Offer2,Four-Door Car,5243.828046
Extended,Employed,50719,Married,129.6770584,0,2,Offer1,SUV,31706.9251
Basic,Disabled,29808,Married,105,1,3,Offer1,SUV,8047.410936
Basic,Employed,50825,Married,102,0,3,Offer1,SUV,8092.87696
Basic,Employed,73168,Married,70,0,3,Offer2,Four-Door Car,5639.941974
Basic,Unemployed,0,Divorced,63,1,2,Offer1,Four-Door Car,6811.576281
Basic,Employed,40571,Married,100,0,2,Offer4,SUV,15272.79977
Basic,Employed,23671,Divorced,68.51759578,0,2,Offer1,Four-Door Car,8060.161694
Extended,Employed,26906,Married,92,0,3,Offer3,Two-Door Car,7330.190221
Basic,Unemployed,0,Single,116,0,3,Offer1,SUV,7540.054749
Extended,Unemployed,0,Married,77,0,1,Offer1,Four-Door Car,2822.731903
Basic,Unemployed,0,Divorced,116,3,1,Offer1,Sports Car,4157.698118
Basic,Employed,73976,Divorced,73,0,3,Offer2,Four-Door Car,5824.224192
Basic,Employed,71126,Married,71,0,1,Offer4,Four-Door Car,2854.114491
Extended,Unemployed,0,Married,66.43228537,0,1,Offer1,Four-Door Car,3226.850118
Extended,Unemployed,0,Single,92,1,1,Offer3,Two-Door Car,3095.705571
Basic,Medical Leave,17130,Divorced,198,0,2,Offer1,Luxury SUV,28432.00202
Basic,Retired,24173,Married,70,0,1,Offer3,Four-Door Car,2704.537211
Extended,Employed,63328,Married,75.21736292,0,9,Offer2,Two-Door Car,7199.645715
Basic,Employed,68004,Single,72,0,3,Offer1,Two-Door Car,5595.761077
Premium,Employed,58842,Married,110,0,1,Offer2,Four-Door Car,4362.931238
Extended,Unemployed,0,Single,131,0,3,Offer2,Sports Car,9103.700091
Extended,Employed,53562,Married,135,0,1,Offer1,SUV,5364.469352
Basic,Employed,69738,Married,74,1,2,Offer1,Four-Door Car,20946.19251
Basic,Employed,58452,Single,186,0,5,Offer4,Luxury Car,14439.80313
Extended,Employed,26318,Married,96,0,1,Offer2,Two-Door Car,3785.754787
Extended,Disabled,13411,Married,127,0,7,Offer1,SUV,9416.28441
Basic,Employed,75329,Married,67,0,1,Offer3,Four-Door Car,2685.425957
Basic,Unemployed,0,Single,63,0,1,Offer1,Four-Door Car,2322.572562
Basic,Employed,40870,Married,105,0,2,Offer1,SUV,12731.95161
Extended,Disabled,19589,Married,127,0,1,Offer1,SUV,4987.643113
Extended,Employed,81531,Married,135,0,1,Offer2,SUV,5411.936509
Basic,Disabled,27627,Married,63,0,2,Offer3,Two-Door Car,14594.45235
Extended,Employed,30944,Divorced,92,0,1,Offer1,Four-Door Car,3589.372361
Premium,Employed,90750,Married,130.5171422,0,1,Offer4,SUV,6837.536476
Basic,Unemployed,0,Single,110,0,1,Offer2,SUV,3651.69247
Extended,Employed,34986,Single,86.60779139,2,1,Offer2,Two-Door Car,3593.12645
Premium,Employed,29053,Married,181,0,1,Offer3,Sports Car,7256.576235
Basic,Employed,99722,Single,61,0,2,Offer4,Four-Door Car,7320.98824
Extended,Employed,55910,Married,86,0,1,Offer1,Four-Door Car,3438.949322
Extended,Unemployed,0,Single,83,0,8,Offer1,Four-Door Car,5770.684097
Extended,Employed,88663,Married,79,0,7,Offer1,Four-Door Car,6382.047596
Basic,Employed,70286,Married,67,0,3,Offer2,Four-Door Car,5372.351967
Basic,Employed,68798,Single,114,0,1,Offer2,SUV,4502.679656
Extended,Employed,37995,Married,139,0,1,Offer1,SUV,5597.12496
Basic,Medical Leave,16618,Single,62,0,1,Offer3,Four-Door Car,2272.335352
Premium,Employed,56343,Divorced,295,0,2,Offer1,Luxury Car,35203.57475
Extended,Employed,82477,Married,90,0,1,Offer2,Two-Door Car,3644.833554
Extended,Disabled,18558,Divorced,78.90733769,0,1,Offer1,Four-Door Car,3362.670123
Extended,Unemployed,0,Single,92,1,1,Offer1,Two-Door Car,3164.378577
Basic,Employed,64964,Married,71.34200629,0,7,Offer4,Four-Door Car,5220.685297
Basic,Unemployed,0,Single,62,0,3,Offer1,Two-Door Car,4159.593921
Basic,Employed,59292,Married,64,0,4,Offer2,Two-Door Car,5044.857229
Basic,Unemployed,0,Divorced,65,1,4,Offer3,Four-Door Car,4460.418492
Basic,Unemployed,0,Married,119,0,3,Offer2,Sports Car,9048.983447
Extended,Employed,57709,Married,125,0,1,Offer2,SUV,5073.282126
Extended,Disabled,25073,Single,79,0,2,Offer1,Four-Door Car,8634.355958
Basic,Employed,94041,Married,66,0,1,Offer3,Four-Door Car,2667.270014
Basic,Unemployed,0,Single,64,0,1,Offer1,Four-Door Car,2117.989147
Premium,Unemployed,0,Married,104,0,3,Offer1,Four-Door Car,7521.194691
Extended,Employed,93459,Married,99,0,5,Offer2,Four-Door Car,7996.00748
Extended,Employed,22946,Married,76,0,8,Offer2,Four-Door Car,5980.846151
Extended,Employed,33415,Divorced,78,0,1,Offer2,Four-Door Car,3095.803437
Extended,Employed,34886,Married,83,1,6,Offer4,Two-Door Car,6637.228238
Basic,Unemployed,0,Divorced,65,0,2,Offer4,Four-Door Car,6707.994148
Extended,Employed,75457,Married,94,0,2,Offer2,Four-Door Car,11218.44173
Basic,Unemployed,0,Single,67,0,4,Offer2,Two-Door Car,4502.408771
Extended,Employed,58971,Divorced,94,1,2,Offer1,Four-Door Car,11072.03193
Basic,Employed,21474,Married,114,2,9,Offer1,SUV,8668.611261
Basic,Employed,48534,Married,98.25653469,1,2,Offer3,SUV,13569.24071
Basic,Unemployed,0,Single,61,0,3,Offer1,Four-Door Car,4446.738622
Extended,Employed,20009,Single,87,0,2,Offer2,Four-Door Car,9688.334578
Basic,Employed,47234,Married,67,1,1,Offer2,Four-Door Car,2609.533154
Basic,Employed,76358,Married,66,0,2,Offer3,Four-Door Car,23594.6802
Basic,Employed,29697,Married,66,4,1,Offer4,Four-Door Car,2571.260863
Extended,Unemployed,0,Married,91,0,1,Offer2,Four-Door Car,3444.967503
Basic,Employed,49057,Divorced,102,0,4,Offer2,SUV,7437.514997
Basic,Employed,46168,Married,65,0,1,Offer2,Four-Door Car,2588.860221
Basic,Unemployed,0,Single,120.2841827,3,7,Offer1,Sports Car,6600.477951
Extended,Employed,33967,Married,76,0,3,Offer2,Four-Door Car,5678.050167
Basic,Unemployed,0,Single,71,0,1,Offer4,Four-Door Car,2426.95904
Basic,Employed,32180,Married,103,0,1,Offer3,Sports Car,4095.201692
Premium,Medical Leave,24046,Married,116,0,1,Offer4,Two-Door Car,4419.116971
Premium,Employed,77915,Married,115,0,2,Offer3,Four-Door Car,32643.07651
Basic,Medical Leave,21594,Married,66,1,8,Offer4,Four-Door Car,5191.446028
Basic,Disabled,29894,Married,72,4,3,Offer3,Four-Door Car,5106.781547
Basic,Employed,33137,Single,74,0,4,Offer3,Two-Door Car,5644.474853
Extended,Employed,66371,Divorced,77.3337942,0,8,Offer1,SUV,10014.02955
Basic,Employed,99316,Single,114,0,1,Offer2,SUV,4574.524094
Basic,Employed,77609,Married,111,0,1,Offer2,Sports Car,4436.806209
Extended,Employed,47137,Married,84,0,5,Offer4,Four-Door Car,6678.899026
Basic,Employed,57846,Single,73,1,3,Offer1,Four-Door Car,5765.502751
Basic,Retired,10621,Single,67,0,5,Offer1,Four-Door Car,4386.277558
Premium,Employed,72531,Married,109,1,1,Offer2,Sports Car,4328.373176
Basic,Employed,77058,Divorced,63,0,2,Offer2,Four-Door Car,20215.3918
Premium,Unemployed,0,Married,118,0,1,Offer4,Four-Door Car,4122.964632
Extended,Employed,72433,Married,126,0,1,Offer2,SUV,5129.608404
Basic,Employed,56536,Divorced,67,0,1,Offer4,Four-Door Car,2677.223462
Extended,Employed,42596,Single,96,0,2,Offer1,Four-Door Car,11124.20636
Extended,Employed,81145,Married,92,0,8,Offer2,Two-Door Car,7356.559341
Premium,Employed,82664,Married,114,3,9,Offer2,SUV,8838.085637
Extended,Employed,98254,Married,94,3,2,Offer3,Four-Door Car,11323.35555
Basic,Employed,80744,Married,63,0,1,Offer1,Four-Door Car,2527.653796
Basic,Unemployed,0,Single,116,0,1,Offer1,SUV,4117.37239
Extended,Employed,77739,Married,84.64992069,0,1,Offer3,Four-Door Car,3980.838735
Basic,Disabled,11432,Married,119,0,2,Offer2,SUV,13466.92071
Premium,Unemployed,0,Single,109,0,4,Offer1,SUV,7663.871432
Extended,Employed,24028,Married,82,0,2,Offer2,Four-Door Car,9743.350113
Basic,Employed,98451,Married,62,0,6,Offer2,Four-Door Car,4969.529102
Basic,Unemployed,0,Divorced,119,1,8,Offer2,SUV,8129.511
Basic,Disabled,18495,Married,113,0,2,Offer1,SUV,26197.41498
Basic,Employed,66037,Married,69,0,2,Offer4,Four-Door Car,8209.924674
Basic,Unemployed,0,Married,112.2001893,0,1,Offer1,SUV,3883.398053
Extended,Employed,60668,Single,138,0,1,Offer2,Sports Car,5519.078475
Basic,Employed,86148,Married,65,2,4,Offer4,Four-Door Car,5129.738992
Extended,Employed,96306,Divorced,95,1,6,Offer1,Four-Door Car,7519.133631
Extended,Employed,32330,Divorced,79,1,9,Offer1,Four-Door Car,6052.003301
Premium,Employed,24012,Married,107.8662263,0,3,Offer4,Two-Door Car,8940.579278
Extended,Unemployed,0,Single,90,0,5,Offer1,Two-Door Car,6189.122455
Basic,Employed,45600,Married,92.19690067,0,3,Offer1,SUV,8845.185533
Extended,Retired,11828,Divorced,90,0,2,Offer1,Four-Door Car,10083.48688
Basic,Employed,50146,Married,116,0,1,Offer2,SUV,4514.247473
Basic,Employed,59762,Divorced,115.984308,0,3,Offer3,SUV,8807.609658
Basic,Employed,48895,Married,68,0,6,Offer1,Four-Door Car,5423.136755
Extended,Employed,59496,Married,88,0,1,Offer1,Four-Door Car,3527.851585
Extended,Employed,25023,Single,82,0,2,Offer1,Two-Door Car,12734.21253
Basic,Unemployed,0,Single,73,0,7,Offer1,Four-Door Car,5156.072651
Basic,Employed,40774,Married,110,1,1,Offer1,Sports Car,4369.697742
Basic,Unemployed,0,Single,69,0,3,Offer1,Four-Door Car,4922.165949
Basic,Unemployed,0,Married,65,0,3,Offer1,Four-Door Car,4762.823136
Extended,Unemployed,0,Married,90,2,1,Offer1,Two-Door Car,3235.360468
Extended,Unemployed,0,Single,92,0,1,Offer1,Four-Door Car,3102.789546
Basic,Employed,25884,Married,69,3,9,Offer2,Four-Door Car,5442.744248
Basic,Unemployed,0,Married,72,0,2,Offer2,Four-Door Car,8311.1359
Extended,Medical Leave,13037,Married,124,0,1,Offer2,SUV,4726.869327
Basic,Unemployed,0,Single,79.4935351,0,1,Offer2,Four-Door Car,2276.392936
Basic,Employed,20244,Married,65,0,8,Offer3,Four-Door Car,5091.101225
Basic,Employed,68351,Single,107,0,2,Offer1,SUV,12759.27844
Extended,Unemployed,0,Single,77,0,1,Offer4,Two-Door Car,2611.836866
Basic,Employed,59230,Single,113,0,3,Offer2,SUV,8522.759016
Basic,Employed,51240,Single,70,2,5,Offer2,Four-Door Car,5365.975978
Basic,Unemployed,0,Single,106,0,6,Offer2,SUV,7635.554626
Extended,Unemployed,0,Married,122,0,1,Offer2,SUV,4270.034394
Basic,Employed,41832,Married,66,0,2,Offer1,Four-Door Car,7942.174213
Basic,Employed,37759,Married,108,0,5,Offer4,SUV,8561.561976
Extended,Unemployed,0,Married,136,0,2,Offer3,Sports Car,47155.62558
Extended,Employed,30374,Married,99,0,9,Offer2,Four-Door Car,7861.798596
Basic,Unemployed,0,Single,71,0,1,Offer2,Two-Door Car,2529.077508
Basic,Unemployed,0,Married,65,0,1,Offer1,Four-Door Car,2480.392738
Basic,Employed,30009,Married,68,0,1,Offer2,Two-Door Car,2718.375247
Extended,Employed,50562,Married,79,0,9,Offer2,Four-Door Car,6279.816729
Basic,Disabled,27357,Married,65,0,7,Offer4,Two-Door Car,4564.512659
Basic,Employed,48329,Married,74.62009754,0,1,Offer4,Four-Door Car,2690.781969
Basic,Medical Leave,12266,Married,114,1,3,Offer1,SUV,8161.1704
Basic,Unemployed,0,Single,104,0,3,Offer1,SUV,7295.42703
Basic,Medical Leave,12430,Single,73,0,4,Offer2,Four-Door Car,5169.49937
Basic,Employed,48696,Married,66,0,6,Offer3,Four-Door Car,5338.525632
Extended,Employed,95438,Married,83,0,1,Offer2,Two-Door Car,3352.87052
Extended,Employed,52819,Divorced,124,0,1,Offer1,SUV,4880.713626
Extended,Retired,23091,Married,96,5,5,Offer1,Four-Door Car,5926.729379
Basic,Unemployed,0,Single,74,0,3,Offer2,Two-Door Car,5189.289582
Premium,Unemployed,0,Single,118,0,2,Offer2,Four-Door Car,18745.39592
Basic,Employed,57938,Married,101,0,3,Offer3,SUV,8072.245595
Basic,Retired,19186,Divorced,62,0,5,Offer3,Four-Door Car,4518.782768
Basic,Employed,28422,Married,66,0,2,Offer4,Two-Door Car,7851.349465
Basic,Employed,46370,Married,68,1,1,Offer2,Two-Door Car,2702.380487
Basic,Medical Leave,12964,Single,65,0,4,Offer1,Two-Door Car,4770.550911
Extended,Unemployed,0,Single,137,0,1,Offer1,SUV,4881.753428
Basic,Employed,91193,Married,185,1,6,Offer1,Luxury SUV,14886.70602
Basic,Employed,53071,Divorced,72,0,1,Offer1,Four-Door Car,2839.796453
Premium,Unemployed,0,Married,112,0,1,Offer3,Four-Door Car,4177.696973
Basic,Medical Leave,15616,Married,114,0,2,Offer1,SUV,13269.59942
Basic,Employed,31702,Married,63,1,7,Offer1,Four-Door Car,4985.239225
Basic,Unemployed,0,Single,70,0,1,Offer1,Four-Door Car,2523.171245
Extended,Unemployed,0,Single,91,0,1,Offer1,Four-Door Car,3455.17183
Premium,Unemployed,0,Married,105,0,3,Offer2,Two-Door Car,7446.812516
Basic,Employed,91810,Married,71,0,1,Offer3,Four-Door Car,2867.211836
Premium,Employed,83560,Married,113,0,2,Offer1,Four-Door Car,27064.46339
Extended,Employed,61233,Married,89,2,7,Offer2,Four-Door Car,7124.202899
Basic,Disabled,21139,Divorced,104,0,5,Offer1,SUV,8459.053233
Basic,Unemployed,0,Married,74,0,1,Offer4,Four-Door Car,2713.560376
Basic,Employed,23158,Married,63,1,1,Offer4,Four-Door Car,2454.58354
Extended,Employed,72540,Married,88,0,2,Offer2,Two-Door Car,10656.88195
Basic,Unemployed,0,Married,112,0,2,Offer3,SUV,27420.81318
Basic,Employed,52822,Married,67,0,1,Offer1,Two-Door Car,2672.095756
Basic,Employed,72805,Married,62,4,3,Offer2,Four-Door Car,4758.19231
Extended,Employed,21975,Divorced,84.65572554,0,1,Offer4,Four-Door Car,3703.930261
Basic,Employed,78362,Divorced,73,0,2,Offer1,Four-Door Car,17484.53438
Basic,Unemployed,0,Married,66,0,8,Offer1,Four-Door Car,4903.810606
Extended,Unemployed,0,Single,88,0,5,Offer1,Four-Door Car,6113.869984
Extended,Employed,22497,Married,212,0,7,Offer1,Luxury Car,16985.49688
Basic,Unemployed,0,Single,62,1,3,Offer3,Four-Door Car,3997.476302
Basic,Unemployed,0,Single,69,0,2,Offer3,Two-Door Car,21123.1166
Basic,Unemployed,0,Single,194,0,1,Offer4,Luxury SUV,6601.611299
Extended,Employed,85632,Married,83,0,1,Offer2,Four-Door Car,3339.299496
Basic,Employed,27978,Single,69,1,7,Offer1,Four-Door Car,5239.890913
Basic,Unemployed,0,Married,63,0,7,Offer1,Four-Door Car,4652.91278
Basic,Employed,41958,Married,66,1,1,Offer4,Four-Door Car,2602.650842
Basic,Employed,87620,Married,64,0,2,Offer3,Four-Door Car,7726.993623
Basic,Employed,96314,Single,68,0,1,Offer2,Two-Door Car,2746.080105
Extended,Employed,78435,Divorced,85.76304268,0,2,Offer2,Two-Door Car,10436.57466
Extended,Employed,23032,Married,89,0,7,Offer1,Four-Door Car,7094.167717
Basic,Employed,50332,Married,72,0,1,Offer2,Four-Door Car,2860.864563
Basic,Employed,28432,Married,118,0,2,Offer2,SUV,13869.92705
Basic,Employed,30895,Divorced,62,0,2,Offer4,Four-Door Car,7126.471703
Basic,Medical Leave,28513,Married,100,1,2,Offer2,SUV,15114.40241
Basic,Employed,74045,Single,64,0,1,Offer3,Four-Door Car,2509.268453
Extended,Employed,51001,Married,99,1,3,Offer1,Four-Door Car,7842.377593
Basic,Employed,69545,Married,65,0,8,Offer4,Four-Door Car,5227.570224
Basic,Unemployed,0,Married,62,0,1,Offer1,Four-Door Car,2230.755716
Basic,Employed,51937,Married,193,0,9,Offer4,Luxury Car,15253.26436
Basic,Disabled,14321,Single,65,0,1,Offer1,Four-Door Car,2398.354197
Basic,Employed,28137,Married,65,0,1,Offer3,Two-Door Car,2585.206268
Basic,Unemployed,0,Single,63,3,1,Offer1,Four-Door Car,1904.000852
Extended,Disabled,25876,Married,83,0,8,Offer1,Two-Door Car,6190.316839
Extended,Retired,18577,Divorced,86,0,6,Offer1,Four-Door Car,6273.911874
Extended,Unemployed,0,Single,76,0,2,Offer1,Four-Door Car,18688.30707
Extended,Employed,22514,Married,80,0,2,Offer2,Four-Door Car,9470.624437
Basic,Unemployed,0,Single,67,0,8,Offer4,Four-Door Car,4721.659016
Extended,Employed,59732,Married,94,0,1,Offer4,Four-Door Car,3745.374656
Basic,Employed,34505,Married,106,0,9,Offer1,SUV,8513.697414
Basic,Employed,55483,Married,69,0,8,Offer4,Four-Door Car,5439.804227
Basic,Employed,34695,Single,113,0,5,Offer1,SUV,8750.222052
Basic,Unemployed,0,Married,71,0,1,Offer2,Two-Door Car,2631.564135
Basic,Unemployed,0,Single,62,0,1,Offer1,Two-Door Car,2222.865016
Extended,Employed,70961,Married,82.47113638,0,2,Offer2,Four-Door Car,17114.32815
Premium,Employed,22103,Single,109,0,2,Offer1,Four-Door Car,16407.66461
Extended,Disabled,19359,Married,129,0,2,Offer4,Sports Car,25390.54546
Extended,Employed,40308,Divorced,136,0,1,Offer1,Sports Car,5396.372449
Extended,Employed,86687,Married,87.11193936,0,6,Offer3,Four-Door Car,6307.497245
Basic,Employed,87544,Married,109,1,3,Offer2,SUV,8685.91529
Basic,Employed,62258,Single,65,0,5,Offer1,Two-Door Car,5071.651522
Basic,Employed,92593,Single,68,0,1,Offer1,Four-Door Car,2692.057629
Extended,Employed,33043,Married,95,0,1,Offer1,Two-Door Car,3801.750407
Extended,Employed,21585,Married,92,0,1,Offer4,Four-Door Car,3605.860265
Basic,Employed,53338,Married,63,1,1,Offer4,Four-Door Car,2503.660407
Basic,Unemployed,0,Single,78.97771574,1,2,Offer1,Four-Door Car,20090.43865
Basic,Employed,66620,Married,70,0,5,Offer2,Two-Door Car,5605.380417
Extended,Employed,70164,Divorced,88,0,2,Offer2,Two-Door Car,31234.89323
Basic,Employed,70911,Single,63,3,1,Offer2,Two-Door Car,2386.201293
Basic,Employed,60546,Married,62,0,1,Offer2,Two-Door Car,2506.360995
Basic,Employed,51179,Married,71,0,2,Offer1,Four-Door Car,8547.586142
Premium,Employed,84091,Married,105,0,9,Offer3,Four-Door Car,8408.308374
Basic,Employed,83297,Married,113,0,1,Offer2,SUV,4591.625938
Basic,Employed,22268,Married,67,0,8,Offer3,Two-Door Car,5326.501981
Extended,Employed,34837,Married,97,0,2,Offer1,Four-Door Car,10834.86984
Basic,Employed,92296,Married,68.65774811,0,1,Offer2,Two-Door Car,2759.978287
Basic,Unemployed,0,Married,67,0,1,Offer3,Four-Door Car,2436.397813
Extended,Employed,44820,Married,130,1,1,Offer1,SUV,5040.775434
Basic,Employed,65351,Married,85.11482722,0,1,Offer4,Two-Door Car,2796.802191
Extended,Employed,74489,Married,124,0,3,Offer3,SUV,10014.02955
Basic,Employed,74045,Married,62,0,1,Offer3,Four-Door Car,2504.444752
Basic,Unemployed,0,Divorced,64,0,3,Offer4,Four-Door Car,4741.808942
Premium,Disabled,17705,Married,108,1,2,Offer2,Two-Door Car,12206.89208
Extended,Employed,56188,Married,80.03269969,3,7,Offer1,Four-Door Car,6507.751779
Basic,Retired,21073,Divorced,106,1,4,Offer1,SUV,7764.273102
Basic,Employed,31670,Married,65.59633529,3,2,Offer2,Four-Door Car,6680.146801
Extended,Employed,93405,Married,79,0,1,Offer2,Four-Door Car,3193.817363
Extended,Employed,66106,Married,95,1,4,Offer3,Two-Door Car,7638.442811
Basic,Employed,69186,Single,69,0,3,Offer2,Four-Door Car,5439.3601
Basic,Unemployed,0,Single,68.57679747,0,1,Offer1,Four-Door Car,2449.580048
Basic,Employed,29256,Married,63,0,5,Offer4,Four-Door Car,4918.916267
Extended,Unemployed,0,Single,85,0,2,Offer1,Four-Door Car,14687.07959
Extended,Medical Leave,16049,Married,91,0,1,Offer4,Four-Door Car,3755.260251
Extended,Disabled,23202,Divorced,96,0,2,Offer3,Four-Door Car,10831.13004
Extended,Employed,97298,Single,128,0,2,Offer4,Sports Car,30475.78048
