CustomerID,Coverage,EmploymentStatus,Income,Marital.Status,Monthly.Premium.Auto,Number.of.Open.Complaints,Number.of.Policies,Renew.Offer.Type,Vehicle.Class
5112,Extended,Employed,37056,Married,92,0,2,Offer1,Four-Door Car
5128,Basic,Medical Leave,12964,Single,65,0,4,Offer1,Two-Door Car
5150,Basic,Employed,30916,Single,70,0,1,Offer3,Four-Door Car
5152,Basic,Disabled,26057,Divorced,75.38163546,0,2,Offer1,Four-Door Car
5155,Premium,Employed,86653,Married,111,0,2,Offer2,Four-Door Car
5156,Basic,Disabled,24395,Married,62,0,3,Offer1,Two-Door Car
5173,Basic,Medical Leave,14665,Married,74.55220627,0,3,Offer3,Four-Door Car
5186,Basic,Unemployed,0,Married,63,0,1,Offer1,Four-Door Car
5189,Extended,Unemployed,0,Single,87,1,2,Offer1,Four-Door Car
5202,Basic,Employed,28695,Single,64,0,4,Offer1,Four-Door Car
5205,Basic,Employed,53330,Single,65,0,2,Offer1,Four-Door Car
5210,Extended,Unemployed,0,Single,88,0,1,Offer1,Four-Door Car
5211,Basic,Employed,79090,Married,107,0,3,Offer2,SUV
5220,Basic,Employed,43906,Divorced,65,0,6,Offer1,Two-Door Car
5222,Basic,Employed,78127,Married,69,0,1,Offer3,Four-Door Car
5225,Basic,Disabled,20392,Married,73,0,9,Offer2,Four-Door Car
5226,Basic,Employed,30886,Divorced,61,0,6,Offer2,Four-Door Car
5231,Basic,Employed,33089,Married,61,0,2,Offer1,Four-Door Car
5235,Extended,Employed,44368,Married,80,0,3,Offer2,Two-Door Car
5239,Basic,Employed,20355,Married,74.35920817,1,3,Offer2,Four-Door Car
5258,Basic,Disabled,26057,Divorced,74,0,2,Offer1,Four-Door Car
5264,Basic,Employed,99845,Married,110,1,8,Offer2,SUV
5275,Basic,Unemployed,0,Single,101,0,3,Offer4,SUV
5277,Extended,Employed,92423,Married,88,0,6,Offer2,Four-Door Car
5290,Basic,Employed,93210,Married,107,2,2,Offer1,SUV
5300,Extended,Employed,36800,Single,91,0,2,Offer2,Two-Door Car
5305,Basic,Employed,28663,Married,61,4,7,Offer4,Four-Door Car
5308,Extended,Employed,52982,Divorced,89,0,3,Offer1,Four-Door Car
5311,Basic,Employed,52009,Married,68,0,2,Offer1,Four-Door Car
5313,Basic,Employed,28738,Divorced,62,0,1,Offer1,Two-Door Car
5315,Basic,Employed,70958,Married,115,0,7,Offer1,Sports Car
5318,Extended,Employed,32821,Married,129,0,4,Offer1,SUV
5321,Extended,Employed,56263,Married,93,0,2,Offer2,Four-Door Car
5324,Basic,Employed,29638,Married,64,0,8,Offer4,Four-Door Car
5327,Premium,Unemployed,0,Married,119,0,2,Offer1,Four-Door Car
5337,Basic,Employed,30969,Divorced,77.0813707,1,2,Offer1,Two-Door Car
5369,Extended,Unemployed,0,Single,139,0,1,Offer1,SUV
5391,Extended,Employed,29695,Married,94,0,2,Offer2,Four-Door Car
5392,Basic,Unemployed,0,Single,118,0,8,Offer1,SUV
5393,Premium,Disabled,11885,Divorced,101,0,2,Offer1,Four-Door Car
5396,Premium,Employed,52717,Married,109,0,8,Offer3,Four-Door Car
5401,Extended,Employed,57693,Divorced,76,0,3,Offer2,Four-Door Car
5410,Premium,Unemployed,14290,Married,281,1,2,Offer1,Luxury SUV
5414,Basic,Unemployed,8182.399605,Single,111,3,6,Offer1,SUV
5427,Basic,Medical Leave,17101,Single,113,0,2,Offer1,SUV
5428,Basic,Unemployed,0,Married,101,4,1,Offer1,SUV
5429,Basic,Employed,74606,Divorced,68,0,5,Offer4,Two-Door Car
5439,Basic,Employed,41438,Single,72,0,9,Offer1,Two-Door Car
5456,Extended,Unemployed,0,Married,86,1,2,Offer1,Four-Door Car
5457,Basic,Employed,87197,Single,63,0,3,Offer2,Two-Door Car
5461,Extended,Employed,96306,Divorced,95,1,6,Offer1,Four-Door Car
5462,Basic,Disabled,22249,Married,64,0,2,Offer4,Four-Door Car
5468,Extended,Employed,54507,Married,138,0,1,Offer2,SUV
5469,Basic,Medical Leave,20754,Divorced,184,0,7,Offer1,Luxury SUV
5481,Extended,Unemployed,0,Single,93,0,4,Offer1,Four-Door Car
5482,Basic,Employed,62902,Married,69,0,2,Offer2,Two-Door Car
5499,Basic,Unemployed,0,Married,70,2,1,Offer4,Two-Door Car
5501,Basic,Employed,43386,Single,111,0,1,Offer1,SUV
5504,Basic,Employed,25558,Married,75.51507629,0,1,Offer2,Four-Door Car
5511,Extended,Unemployed,0,Married,88,0,4,Offer4,Four-Door Car
5516,Basic,Employed,26691,Married,65,0,1,Offer3,Four-Door Car
5520,Basic,Employed,58089,Married,118,0,1,Offer1,SUV
5521,Basic,Unemployed,0,Married,68,0,1,Offer3,Four-Door Car
5532,Basic,Medical Leave,20588,Married,113,0,7,Offer1,SUV
5548,Extended,Unemployed,0,Single,89,0,2,Offer1,Two-Door Car
5552,Basic,Employed,53252,Married,117,0,1,Offer2,SUV
5558,Basic,Employed,20090,Married,109,0,2,Offer2,Sports Car
5559,Basic,Employed,81721,Single,63,0,1,Offer2,Four-Door Car
5567,Extended,Unemployed,1710.069259,Single,139,0,1,Offer2,SUV
5579,Basic,Employed,89797,Married,106,0,1,Offer2,SUV
5590,Basic,Unemployed,0,Married,117,0,1,Offer3,Sports Car
5592,Extended,Employed,94508,Married,88,0,3,Offer4,Four-Door Car
5599,Extended,Unemployed,0,Single,77,1,2,Offer1,Four-Door Car
5600,Basic,Employed,41186,Single,70,4,3,Offer1,Four-Door Car
5602,Basic,Employed,29070,Married,61,2,3,Offer3,Two-Door Car
5603,Basic,Employed,23449,Married,61,0,8,Offer2,Four-Door Car
5622,Basic,Employed,60455,Single,104,0,2,Offer4,SUV
5623,Extended,Unemployed,0,Single,89,4,1,Offer1,Four-Door Car
5625,Extended,Employed,52823,Married,95,0,5,Offer2,Two-Door Car
5627,Basic,Disabled,26784,Married,67,0,8,Offer3,Four-Door Car
5628,Basic,Employed,22354,Married,118,0,2,Offer1,SUV
5629,Basic,Unemployed,0,Single,69.99691761,0,4,Offer3,Four-Door Car
5630,Basic,Unemployed,0,Single,115,1,2,Offer1,SUV
5636,Basic,Unemployed,0,Divorced,69,0,1,Offer1,Two-Door Car
5652,Basic,Employed,40046,Divorced,73,0,1,Offer1,Four-Door Car
5665,Basic,Unemployed,0,Single,61,0,1,Offer1,Four-Door Car
5670,Basic,Employed,80681,Married,74,0,1,Offer2,Four-Door Car
5672,Basic,Unemployed,0,Single,62,2,2,Offer4,Two-Door Car
5681,Basic,Employed,73054,Married,106,1,2,Offer1,SUV
5700,Basic,Unemployed,0,Single,117,0,5,Offer2,SUV
5703,Extended,Medical Leave,23749,Married,77,0,4,Offer1,Four-Door Car
5707,Basic,Employed,83502,Married,68,0,1,Offer2,Four-Door Car
5711,Extended,Unemployed,11975.17906,Married,96,0,1,Offer3,Four-Door Car
5715,Basic,Unemployed,0,Single,189,0,6,Offer1,Luxury Car
5720,Basic,Unemployed,0,Single,68,3,5,Offer2,Four-Door Car
5721,Basic,Employed,43540,Married,70,0,1,Offer2,Two-Door Car
5723,Basic,Employed,96961,Married,75.12349855,0,2,Offer4,Two-Door Car
5733,Premium,Employed,35173,Married,180,2,1,Offer1,Sports Car
5738,Basic,Employed,65431,Married,69,0,1,Offer4,Four-Door Car
5747,Extended,Employed,77143,Married,125,3,2,Offer1,SUV
5756,Basic,Employed,25927,Single,103,0,1,Offer2,SUV
5759,Extended,Employed,75490,Married,97,0,7,Offer2,Four-Door Car
5760,Basic,Employed,85470,Single,109,0,6,Offer1,SUV
5765,Extended,Unemployed,2397.33569,Married,89,0,7,Offer3,Two-Door Car
5774,Basic,Unemployed,0,Single,74,1,1,Offer4,Four-Door Car
5780,Extended,Employed,22448,Married,136.9810352,0,2,Offer1,SUV
5783,Basic,Unemployed,0,Single,70,0,5,Offer2,Four-Door Car
5798,Basic,Employed,41372,Married,64,0,1,Offer2,Four-Door Car
5799,Basic,Unemployed,0,Single,67,0,2,Offer3,Four-Door Car
5806,Extended,Employed,96306,Divorced,95,1,6,Offer1,Four-Door Car
5813,Basic,Employed,72421,Married,65,0,1,Offer2,Four-Door Car
5826,Extended,Unemployed,0,Married,132,3,1,Offer1,Sports Car
5829,Basic,Disabled,19096,Divorced,64,0,3,Offer1,Two-Door Car
5837,Basic,Employed,44804,Single,114,0,1,Offer4,SUV
5860,Basic,Employed,82828,Married,67,1,2,Offer4,Four-Door Car
5862,Extended,Employed,30352,Married,89,0,2,Offer1,Four-Door Car
5879,Basic,Employed,94310,Divorced,70,4,1,Offer4,Four-Door Car
5886,Premium,Disabled,10384,Married,151,0,5,Offer1,SUV
5896,Basic,Employed,64367,Married,104,0,9,Offer3,SUV
5904,Extended,Medical Leave,26263,Divorced,85,0,2,Offer4,Two-Door Car
5907,Basic,Medical Leave,20284,Single,65,1,3,Offer1,Four-Door Car
5909,Basic,Employed,92296,Married,69,0,1,Offer2,Two-Door Car
5916,Basic,Unemployed,0,Single,69,5,3,Offer4,Two-Door Car
5923,Extended,Employed,26884,Married,89,0,1,Offer4,Four-Door Car
5944,Extended,Employed,34498,Single,83,0,7,Offer2,Two-Door Car
5953,Extended,Employed,37813,Married,78,1,5,Offer1,Four-Door Car
5967,Basic,Employed,88126,Married,64,1,1,Offer2,Four-Door Car
5980,Basic,Unemployed,0,Single,71,4,2,Offer2,Four-Door Car
5985,Basic,Unemployed,0,Single,64,1,1,Offer2,Four-Door Car
5993,Basic,Disabled,25226,Divorced,71,1,4,Offer1,Four-Door Car
6001,Basic,Employed,30092,Married,108,0,9,Offer2,SUV
6002,Extended,Unemployed,0,Divorced,86,0,2,Offer2,Four-Door Car
6013,Extended,Employed,41479,Married,94,1,1,Offer2,Two-Door Car
6026,Basic,Employed,67326,Married,69,0,2,Offer1,Four-Door Car
6028,Basic,Employed,24882,Married,72,0,8,Offer4,Two-Door Car
6031,Extended,Employed,33169,Married,128,0,1,Offer4,SUV
6036,Basic,Employed,39034,Married,68,0,2,Offer1,Four-Door Car
6041,Extended,Employed,46750,Married,82,1,3,Offer3,Two-Door Car
6062,Extended,Employed,63867,Married,89,1,3,Offer3,Four-Door Car
6065,Basic,Unemployed,2553.987025,Divorced,118,0,1,Offer1,SUV
6077,Basic,Employed,55542,Single,117,0,5,Offer1,Sports Car
6086,Extended,Employed,28915,Single,76,0,2,Offer4,Four-Door Car
6100,Extended,Employed,91774,Single,81,0,1,Offer1,Four-Door Car
6102,Extended,Unemployed,0,Married,96,0,2,Offer2,Four-Door Car
6108,Extended,Unemployed,0,Married,122,2,9,Offer2,SUV
6115,Extended,Employed,23705,Married,122,4,1,Offer1,SUV
6116,Basic,Unemployed,0,Married,105,0,3,Offer1,SUV
6117,Basic,Employed,23241,Married,70,0,9,Offer2,Two-Door Car
6120,Basic,Unemployed,0,Single,73,0,9,Offer2,Four-Door Car
6128,Basic,Employed,58493,Married,67,0,4,Offer3,Four-Door Car
6131,Basic,Employed,52342,Married,66,3,2,Offer1,Two-Door Car
6153,Basic,Employed,42012,Married,63,0,1,Offer1,Four-Door Car
6159,Extended,Employed,35124,Married,137,0,2,Offer1,SUV
6161,Basic,Employed,65985,Single,71,5,4,Offer2,Four-Door Car
6162,Basic,Employed,63624,Married,115,2,2,Offer4,SUV
6163,Extended,Unemployed,0,Single,89,0,4,Offer1,Four-Door Car
6170,Basic,Employed,99875,Divorced,108,0,2,Offer3,SUV
6173,Basic,Unemployed,0,Divorced,66,4,1,Offer1,Four-Door Car
6174,Basic,Employed,70705,Married,69,2,6,Offer1,Two-Door Car
6175,Basic,Employed,22724,Single,69,0,1,Offer3,Four-Door Car
6183,Basic,Employed,26320,Married,111,0,9,Offer1,SUV
6190,Basic,Unemployed,0,Single,69,0,8,Offer1,Four-Door Car
6191,Basic,Unemployed,0,Single,70,0,1,Offer1,Four-Door Car
6194,Basic,Employed,25180,Married,70,0,9,Offer2,Four-Door Car
6197,Basic,Employed,92539,Single,100,0,1,Offer2,SUV
6201,Basic,Employed,75453,Married,112,0,1,Offer2,SUV
6202,Basic,Employed,94003,Single,65.44309725,0,1,Offer2,Four-Door Car
6205,Basic,Employed,86481,Single,65,0,2,Offer1,Two-Door Car
6206,Extended,Employed,27228,Married,129,4,1,Offer4,Sports Car
6208,Basic,Employed,95697,Married,107,0,9,Offer2,Sports Car
6211,Basic,Employed,88079,Married,61,0,3,Offer2,Two-Door Car
6214,Basic,Employed,36283,Divorced,68,1,1,Offer1,Four-Door Car
6217,Basic,Employed,66991,Married,115,0,1,Offer2,SUV
6218,Basic,Employed,44855,Married,63,1,1,Offer2,Four-Door Car
6219,Premium,Employed,48263,Married,104,0,1,Offer2,Two-Door Car
6232,Basic,Employed,76847,Single,118,0,3,Offer1,SUV
6245,Basic,Unemployed,0,Single,71,0,2,Offer1,Four-Door Car
6254,Basic,Employed,28743,Single,112,0,3,Offer3,SUV
6255,Basic,Employed,30130,Married,110,0,2,Offer1,SUV
6261,Premium,Unemployed,0,Single,275,1,1,Offer1,Luxury SUV
6274,Basic,Employed,97736,Married,74,0,2,Offer4,Four-Door Car
6275,Basic,Employed,62271,Married,63,0,3,Offer4,Four-Door Car
6276,Extended,Unemployed,0,Married,76,0,3,Offer2,Four-Door Car
6285,Basic,Employed,33345,Divorced,102,0,2,Offer2,SUV
6300,Basic,Employed,33176,Married,63,0,3,Offer3,Four-Door Car
6312,Basic,Unemployed,0,Married,69,0,2,Offer1,Four-Door Car
6325,Basic,Medical Leave,22885,Married,73,0,1,Offer2,Four-Door Car
6327,Basic,Unemployed,0,Single,74,3,1,Offer4,Four-Door Car
6340,Basic,Employed,40818,Married,66,0,6,Offer4,Four-Door Car
6342,Extended,Unemployed,0,Single,95,0,1,Offer1,Four-Door Car
6354,Basic,Employed,72878,Married,61,2,2,Offer2,Two-Door Car
6356,Basic,Employed,52278,Married,73,0,3,Offer1,Two-Door Car
6372,Basic,Employed,22537,Married,64,1,2,Offer4,Four-Door Car
6377,Extended,Unemployed,0,Single,98,1,2,Offer1,Two-Door Car
6382,Basic,Unemployed,0,Married,72,0,9,Offer1,Two-Door Car
6393,Premium,Employed,55217,Married,107,2,9,Offer1,Two-Door Car
6401,Extended,Employed,43499,Married,80,0,1,Offer4,Four-Door Car
6408,Extended,Disabled,21497,Married,128,0,1,Offer3,Sports Car
6410,Extended,Employed,77031,Married,125,0,1,Offer2,SUV
6411,Basic,Employed,95733,Married,72,0,3,Offer1,Two-Door Car
6430,Premium,Medical Leave,12843,Single,111,0,3,Offer2,Four-Door Car
6444,Premium,Employed,39007,Married,105,0,2,Offer1,Two-Door Car
6474,Basic,Employed,20290,Married,113,0,3,Offer4,SUV
6483,Basic,Disabled,11920,Married,74,0,7,Offer1,Four-Door Car
6494,Extended,Employed,97162,Married,86,0,1,Offer3,Four-Door Car
6516,Extended,Unemployed,0,Divorced,87,3,1,Offer2,Four-Door Car
6533,Basic,Employed,85789,Married,105,2,2,Offer1,Sports Car
6534,Basic,Employed,75921,Married,106,0,1,Offer3,SUV
6536,Basic,Unemployed,0,Married,118,1,2,Offer1,SUV
6540,Basic,Unemployed,0,Single,65,0,3,Offer3,Four-Door Car
6543,Extended,Unemployed,0,Married,97,0,3,Offer4,Four-Door Car
6549,Basic,Employed,51991,Married,73,0,1,Offer2,Four-Door Car
6553,Basic,Unemployed,5401.987337,Married,66.08302748,0,2,Offer4,Four-Door Car
6575,Premium,Unemployed,0,Single,102,0,1,Offer2,Four-Door Car
6587,Basic,Employed,53305,Single,63,0,4,Offer1,Two-Door Car
6595,Extended,Unemployed,0,Married,83.8405717,1,4,Offer1,Four-Door Car
6596,Extended,Employed,28505,Married,88,0,2,Offer4,Four-Door Car
6598,Premium,Unemployed,0,Single,261,0,1,Offer4,Luxury Car
6599,Extended,Employed,73661,Married,128,0,3,Offer2,SUV
6600,Basic,Employed,91890,Married,107,0,7,Offer3,SUV
6610,Basic,Unemployed,0,Single,65,0,9,Offer1,Two-Door Car
6623,Basic,Employed,52972,Single,74,0,1,Offer2,Four-Door Car
6625,Basic,Employed,79192,Divorced,70,0,1,Offer2,Two-Door Car
6630,Premium,Unemployed,0,Single,109.1460053,0,2,Offer3,Sports Car
6634,Extended,Employed,75180,Single,77,3,1,Offer3,Four-Door Car
6639,Extended,Unemployed,0,Single,97,0,2,Offer4,Four-Door Car
6659,Extended,Employed,21897,Single,139,0,2,Offer2,SUV
6671,Extended,Employed,43630,Divorced,99,0,3,Offer3,Four-Door Car
6674,Extended,Medical Leave,23811,Divorced,130,0,1,Offer1,SUV
6677,Basic,Employed,23840,Married,64,0,7,Offer4,Four-Door Car
6679,Premium,Employed,95715,Married,119,2,2,Offer1,Four-Door Car
6681,Basic,Employed,83365,Married,109,1,4,Offer2,SUV
6689,Premium,Employed,25048,Married,167,0,5,Offer1,SUV
6694,Basic,Medical Leave,26887,Single,113,0,2,Offer1,SUV
6700,Basic,Employed,49345,Married,69,0,7,Offer2,Two-Door Car
6702,Basic,Employed,44096,Divorced,72,1,2,Offer1,Four-Door Car
6709,Basic,Unemployed,0,Single,117,0,1,Offer3,Sports Car
6712,Extended,Employed,25748,Married,90,0,1,Offer3,Four-Door Car
6730,Extended,Unemployed,0,Single,205,0,4,Offer1,Luxury Car
6732,Basic,Employed,58542,Married,114,0,2,Offer2,SUV
6734,Basic,Employed,86901,Single,72,0,2,Offer1,Two-Door Car
6737,Extended,Employed,73359,Married,94,0,2,Offer2,Two-Door Car
6742,Basic,Employed,25949,Married,104,0,3,Offer2,SUV
6762,Basic,Employed,91354,Married,68,0,2,Offer2,Two-Door Car
6768,Basic,Medical Leave,10211,Divorced,119,0,7,Offer3,SUV
6769,Basic,Unemployed,0,Divorced,68,0,1,Offer1,Four-Door Car
6771,Basic,Employed,92766,Married,71,0,2,Offer2,Two-Door Car
6776,Basic,Employed,50071,Single,71,0,1,Offer2,Two-Door Car
6779,Extended,Employed,53058,Married,91,4,3,Offer1,Four-Door Car
6797,Basic,Employed,26790,Married,71,0,1,Offer2,Two-Door Car
6805,Extended,Unemployed,0,Divorced,95,0,5,Offer1,Two-Door Car
6806,Premium,Unemployed,0,Married,153,0,1,Offer2,SUV
6807,Basic,Employed,65636,Married,67,0,2,Offer2,Four-Door Car
6817,Basic,Disabled,12590,Married,73,0,2,Offer1,Two-Door Car
6823,Extended,Disabled,27982,Divorced,87,0,1,Offer4,Two-Door Car
6824,Basic,Employed,75741,Married,109,0,7,Offer3,SUV
6835,Basic,Unemployed,0,Married,105,0,2,Offer3,Sports Car
6836,Extended,Employed,90035,Married,80,0,3,Offer2,Four-Door Car
6861,Extended,Employed,39669,Married,98,0,2,Offer2,Two-Door Car
6866,Basic,Employed,57963,Divorced,61,0,1,Offer2,Four-Door Car
6873,Premium,Disabled,27906,Divorced,102,0,1,Offer2,Four-Door Car
6884,Extended,Employed,83771,Married,133,0,1,Offer4,Sports Car
6889,Basic,Employed,57052,Married,115,1,4,Offer3,SUV
6892,Premium,Employed,60475,Married,107,0,1,Offer2,Four-Door Car
6902,Extended,Employed,36094,Married,99,1,5,Offer2,Two-Door Car
6904,Basic,Unemployed,0,Single,112,0,1,Offer1,Sports Car
6908,Premium,Employed,36121,Married,118,0,4,Offer3,Four-Door Car
6933,Extended,Unemployed,0,Single,97,0,1,Offer2,Four-Door Car
6940,Basic,Unemployed,0,Single,62,0,6,Offer1,Two-Door Car
6945,Premium,Unemployed,0,Single,113,0,2,Offer1,Four-Door Car
6956,Extended,Unemployed,0,Single,129,0,7,Offer1,SUV
6972,Basic,Employed,39854,Divorced,66,0,7,Offer2,Two-Door Car
6974,Extended,Employed,32756,Married,93,0,2,Offer1,Two-Door Car
6979,Extended,Employed,65727,Married,134,0,6,Offer1,SUV
6984,Basic,Employed,27756,Married,93.18208347,0,8,Offer1,Two-Door Car
6987,Basic,Unemployed,0,Single,69,0,1,Offer1,Four-Door Car
6989,Basic,Employed,48107,Divorced,190,2,2,Offer1,Luxury SUV
6996,Basic,Employed,58645,Married,107.5362801,0,2,Offer2,SUV
7002,Basic,Employed,47829,Married,117,1,1,Offer3,SUV
7003,Premium,Disabled,13128,Married,118,0,1,Offer4,Four-Door Car
7007,Basic,Employed,72421,Married,65,0,1,Offer2,Four-Door Car
7008,Basic,Employed,35396,Divorced,70,0,3,Offer4,Two-Door Car
7018,Basic,Employed,23706,Married,63.64016493,1,2,Offer3,Four-Door Car
7024,Extended,Unemployed,0,Single,85,0,3,Offer2,Four-Door Car
7025,Extended,Unemployed,0,Married,85,0,1,Offer2,Two-Door Car
7031,Extended,Unemployed,0,Married,80,0,2,Offer1,Four-Door Car
7036,Basic,Unemployed,0,Divorced,73,0,4,Offer2,Four-Door Car
7041,Basic,Employed,37937,Married,116,0,5,Offer2,SUV
7051,Extended,Unemployed,0,Single,87,0,1,Offer1,Four-Door Car
7058,Extended,Employed,72334,Married,129,3,6,Offer3,SUV
7077,Extended,Employed,40361,Married,98,0,1,Offer2,Four-Door Car
7080,Premium,Employed,74656,Divorced,111,0,2,Offer3,Four-Door Car
7088,Extended,Employed,62409,Divorced,89,0,2,Offer2,Four-Door Car
7098,Premium,Medical Leave,11854,Married,113,0,2,Offer1,Four-Door Car
7117,Extended,Employed,91123,Divorced,138,3,8,Offer1,SUV
7127,Premium,Employed,85942,Married,116,2,5,Offer3,Four-Door Car
7134,Extended,Employed,52408,Married,114.083675,0,9,Offer1,Sports Car
7136,Extended,Employed,45893,Married,97,0,2,Offer2,Two-Door Car
7143,Basic,Employed,31093,Married,63,0,3,Offer2,Four-Door Car
7149,Basic,Employed,24350,Married,73,3,1,Offer2,Four-Door Car
7150,Basic,Employed,44843,Single,105,0,3,Offer1,SUV
7153,Extended,Employed,39101,Married,99,0,1,Offer3,Four-Door Car
7195,Basic,Employed,91603,Married,64,5,8,Offer2,Four-Door Car
7196,Basic,Employed,33247,Married,71.50541879,0,1,Offer2,Four-Door Car
7201,Basic,Unemployed,0,Married,70.36080542,3,1,Offer4,Two-Door Car
7215,Basic,Employed,20252,Married,71,0,3,Offer2,Four-Door Car
7220,Extended,Unemployed,0,Single,88,0,1,Offer3,Four-Door Car
7229,Basic,Employed,97849,Married,62,0,2,Offer4,Four-Door Car
7231,Extended,Employed,41479,Married,94,1,1,Offer2,Two-Door Car
7247,Basic,Employed,34865,Married,69,0,1,Offer3,Four-Door Car
7249,Extended,Employed,36168,Divorced,90,0,1,Offer3,Four-Door Car
7256,Basic,Employed,33068,Married,61,1,6,Offer1,Four-Door Car
7258,Premium,Employed,49564,Single,103.1607604,0,2,Offer1,Sports Car
7263,Basic,Employed,69346,Married,63,1,2,Offer2,Two-Door Car
7270,Extended,Employed,74835,Married,116.3882849,0,7,Offer1,SUV
7284,Basic,Employed,55350,Married,67,0,9,Offer1,Four-Door Car
7294,Extended,Employed,56225,Divorced,97,0,3,Offer1,Four-Door Car
7296,Basic,Disabled,14909,Married,199,0,6,Offer1,Luxury Car
7302,Basic,Employed,68946,Married,71,0,8,Offer1,Four-Door Car
7307,Basic,Employed,56680,Single,100,2,3,Offer1,SUV
7308,Basic,Employed,21359,Married,83.45499065,0,1,Offer4,Sports Car
7310,Basic,Employed,86101,Married,102,0,1,Offer1,SUV
7318,Basic,Employed,25998,Married,71,0,2,Offer2,Four-Door Car
7323,Basic,Employed,64341,Single,61,0,1,Offer1,Four-Door Car
7326,Basic,Employed,61894,Married,67,0,4,Offer3,Four-Door Car
7332,Basic,Employed,80055,Married,100,0,1,Offer1,SUV
7334,Extended,Employed,58345,Married,97.51392345,0,6,Offer1,Four-Door Car
7335,Extended,Employed,76549,Married,132,0,3,Offer2,SUV
7342,Basic,Employed,36212,Married,73,0,2,Offer1,Two-Door Car
7356,Extended,Medical Leave,13037,Married,124,0,1,Offer2,SUV
7381,Basic,Employed,36913,Married,62,0,9,Offer2,Four-Door Car
7383,Basic,Unemployed,0,Single,74,1,3,Offer2,Four-Door Car
7384,Basic,Medical Leave,12617,Divorced,108,0,8,Offer1,SUV
7400,Premium,Employed,76157,Married,116,0,1,Offer2,Two-Door Car
7411,Extended,Unemployed,0,Single,98,0,2,Offer1,Four-Door Car
7414,Extended,Unemployed,0,Single,76.09287387,3,9,Offer1,Four-Door Car
7417,Extended,Disabled,10517,Single,92,0,3,Offer1,Four-Door Car
7424,Extended,Employed,78255,Single,95,0,2,Offer4,Four-Door Car
7433,Basic,Employed,62464,Married,109,0,4,Offer2,Sports Car
7435,Basic,Employed,76530,Divorced,119,4,2,Offer3,SUV
7436,Basic,Unemployed,0,Single,70,0,1,Offer1,Four-Door Car
7439,Extended,Employed,37751,Single,93,0,3,Offer1,Four-Door Car
7444,Extended,Employed,20472,Single,139,0,1,Offer1,SUV
7445,Basic,Employed,80540,Married,63,0,2,Offer4,Four-Door Car
7454,Extended,Medical Leave,14465,Married,135,1,1,Offer1,Sports Car
7458,Extended,Employed,47824,Married,129,3,1,Offer4,SUV
7461,Basic,Employed,79189,Married,71,0,1,Offer2,Two-Door Car
7469,Basic,Unemployed,0,Single,116,2,8,Offer1,Sports Car
7475,Basic,Employed,41059,Married,64,0,1,Offer2,Four-Door Car
7479,Basic,Employed,99761,Single,63,0,3,Offer2,Two-Door Car
7487,Extended,Employed,51721,Married,139,0,1,Offer2,SUV
7496,Basic,Unemployed,0,Single,114,0,1,Offer1,Sports Car
7498,Extended,Unemployed,0,Single,78,3,6,Offer4,Four-Door Car
7501,Basic,Employed,70524,Married,73,0,4,Offer2,Four-Door Car
7511,Extended,Employed,73457,Married,133,1,2,Offer4,SUV
7516,Basic,Employed,47122,Single,62,0,1,Offer2,Two-Door Car
7524,Extended,Unemployed,0,Married,77,0,9,Offer1,Four-Door Car
7527,Extended,Employed,41341,Single,99,0,1,Offer3,Four-Door Car
7535,Basic,Employed,99874,Married,119,0,1,Offer2,Sports Car
7537,Basic,Employed,76731,Married,64,0,1,Offer2,Four-Door Car
7540,Extended,Employed,58414,Single,210,2,1,Offer2,Luxury SUV
7544,Basic,Unemployed,0,Single,70,0,1,Offer1,Four-Door Car
7549,Basic,Employed,69011,Single,70,0,2,Offer1,Four-Door Car
7557,Extended,Unemployed,0,Married,85,0,2,Offer4,Two-Door Car
7562,Basic,Employed,63471,Married,67,0,1,Offer2,Two-Door Car
7570,Premium,Employed,24571,Married,109,0,2,Offer1,Four-Door Car
7580,Basic,Unemployed,0,Married,73,0,7,Offer2,Two-Door Car
7582,Extended,Medical Leave,17308,Married,82,0,1,Offer2,Four-Door Car
7584,Extended,Unemployed,0,Divorced,90,0,7,Offer3,Four-Door Car
7602,Basic,Disabled,20169,Married,112,1,3,Offer1,SUV
7610,Extended,Unemployed,0,Married,111.9743022,0,7,Offer1,SUV
7612,Basic,Employed,51199,Divorced,74,0,1,Offer1,Four-Door Car
7617,Basic,Disabled,23879,Married,107,0,3,Offer1,SUV
7619,Basic,Employed,57231,Married,65,0,1,Offer2,Four-Door Car
7622,Extended,Employed,20656,Single,130,0,2,Offer1,SUV
7628,Basic,Employed,32437,Married,71.05782973,0,1,Offer4,Two-Door Car
7642,Extended,Employed,94903,Married,94,0,1,Offer2,Two-Door Car
7645,Basic,Employed,82534,Single,118,0,1,Offer1,SUV
7649,Extended,Employed,26436,Divorced,83,0,5,Offer2,Two-Door Car
7651,Extended,Employed,88049,Single,92,0,8,Offer1,Two-Door Car
7652,Basic,Unemployed,0,Single,62,0,1,Offer4,Two-Door Car
7656,Basic,Unemployed,0,Single,106,0,1,Offer2,SUV
7662,Basic,Employed,49467,Divorced,65,0,1,Offer1,Two-Door Car
7663,Basic,Employed,50825,Married,102,0,3,Offer1,SUV
7665,Basic,Employed,59597,Married,69,0,2,Offer1,Two-Door Car
7677,Extended,Unemployed,0,Single,79,1,7,Offer1,Two-Door Car
